Tipe Laka Lantas;Jumlah Korban Luka Berat;Jumlah Korban Luka Ringan;Jumlah Korban Meninggal Dunia;latitude;longititude;Direction;Tipe Cahaya;Cuaca;Fungsi Jalan;Kelas Jalan;Geometri Jalan;Tipe Jalan;Kecepatan;Jenis Jalan;Lokasi Jalan;Kecamatan;Jenis Luka ;Age;jenis kelamin;jenis kendaraan
Tabrakan saat menyalip dari kanan;0;2;0;-7,027288176;112,5692279;Selatan (180°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);60;Jalan Nasional;Jalan Raya Ds. Kemangi Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Tabrakan saat menyalip dari kanan;0;1;0;-7,346326192;112,5683355;Utara (0°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);60;Jalan Propinsi;Jalan Raya Ds. Karangandong Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;17-25;Laki-laki;Trailer 20 Feet
Tabrakan saat menyalip dari kanan;0;1;0;-7,359767809;112,6516903;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Bambe Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Tabrakan saat menyalip dari kanan;0;1;0;-7,167587206;112,652328;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Arif Rahman Hakim Kel. Gapurosukolilo Kec. Gresik;Gresik;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan saat menyalip dari kanan;0;2;0;-7,089602844;112,5768168;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Desa Banyuwangi Kecamatan Manyar Kabupaten Gresik;Manyar;Kecelakaan Ringan ;17-25;Laki-laki;Trailer 20 Feet
Tabrakan saat menyalip dari kanan;0;1;0;-7,221891231;112,5048908;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds Metatu  Kec. Benjeng Kab. Gresik;Benjeng;Kecelakaan Ringan ;26-45;Laki-laki;Mini Truk
Tabrakan saat menyalip dari kanan;0;1;0;-7,300621112;112,6140198;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Laban  Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan saat menyalip dari kanan;0;2;0;-7,326642335;112,5662736;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kedamean Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus
Tabrakan saat menyalip dari kanan;1;0;0;-7,24015675;112,5969252;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kepatihan Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Berat ;26-45;Laki-laki;Trailer 20 Feet
Tabrakan saat menyalip dari kanan;1;0;0;-7,323502826;112,5661093;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Kedamean Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Berat ;<17;Laki-laki;Medium Truk
Tabrakan saat menyalip dari kanan;0;1;0;-7,223319875;112,5251963;Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kandangan Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
Tabrakan saat menyalip dari kanan;0;1;0;-7,283648165;112,564008;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Domas Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;<17;Perempuan;Mini Truk
Tabrakan saat menyalip dari kanan;0;1;0;-7,169432851;112,5833614;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/1 (4 Lajur/1 Arah);50;Jalan Nasional;Jalan Raya Ds. Banjarsari Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;46-65;Perempuan;R2 (Sepeda Motor)
Tabrakan saat menyalip dari kanan;0;2;0;-7,362946792;112,6275993;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Cangkir Kecamatan Driyorejo Kabupaten Gresik;Driyorejo;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,228687303;112,5002923;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Metatu Kecamatan Benjeng Kabupaten Gresik;Benjeng;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,265217644;112,4760751;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Kalipadang Kecamatan Benjeng Kabupaten Gresik;Benjeng;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,35369248;112,554633;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Banyuurip Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;3;0;-5,824265629;112,6343596;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Bululanjang Kecamatan Sangkapura Kabupaten Gresik;Sangkapura;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,393194425;112,5444633;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Labaniwaras Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,181080036;112,6494967;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Veteran Kel. Sidomoro Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,070233071;112,574974;Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Desa Sembayat Kecamatan Manyar Kabupaten Gresik;Manyar;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,095924546;112,5900778;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds Manyarejo Kec Manyar  Kab. Gresik;Manyar;Kecelakaan Ringan ;46-65;Laki-laki;Medium Truk
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,221075012;112,4994351;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Metatu Kec. Benjeng Kab. Gresik;Benjeng;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,181040032;112,6571119;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kramat Inggil Kec. Gresik;Gresik;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,223444687;112,5245779;Timur (90°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kandangan Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,323405329;112,6337476;Utara (0°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Randegansari Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,156486439;112,5242517;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Desa Duduksampeyan Kecamatan Duduksampeyan Kabupaten Gresik;Duduk Sampeyan;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,343378984;112,6344605;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Petiken Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;3;0;-7,159942107;112,6196;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Dr. Wahidin Sudirohusodo  Kelurahan Randuagung Kecamatan Kebomas Kabupaten Gresik;Kebomas;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,152133713;112,600917;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Kh. Syafi’i Desa Suci Kecamatan Manyar Kabupaten Gresik;Manyar;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;1;0;0;-7,141492724;112,4974656;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Palebon Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Berat ;<17;Laki-laki;Mini Truk
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,241374725;112,5943571;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kepatihan Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,248050274;112,576516;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Hendrosari Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,163887977;112,642311;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Dr Soetomo Kec Gresik;Gresik;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,159922813;112,6178036;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Dr. Wahidin Sudirohusodo  Kelurahan Randuagung Kecamatan Kebomas Kabupaten Gresik;Kebomas;Kecelakaan Ringan;;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,18429746;112,6239464;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Desa;Jalan Umum Kel. Sidomukti Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;26-45;Perempuan;Mini Bus
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,045112709;112,5538581;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Masangan Kec. Bungah  Kab. Gresik;Bungah;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,290104289;112,5626608;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Bringkang Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-6,978518631;112,5408025;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds Golokan Kec Sidayu Kab. Gresik;Sidayu;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,226659938;112,5580742;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Cerme Lor Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,177520837;112,581605;Utara (0°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Banjarsari Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Perempuan;Pejalan Kaki
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,267576185;112,4461662;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sambiroto Kec. Balongpanggang Kab. Gresik;Balongpanggang;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,242849725;112,5910328;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Kepatihan Kecamatan Menganti Kabupaten Gresik;Menganti;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,182399928;112,5788862;Utara (0°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Banjarsari Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,160341215;112,6125672;Timur (90°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Walet 1 Perum GKA Ds. Kembangan Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;46-65;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;3;0;-7,365876746;112,6279835;Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);60;Jalan Propinsi;Jalan Raya Ds.cangkir kec Driyorejo Kab Gresik;Driyorejo;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,135429009;112,6162567;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Sukomulyo Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,365680218;112,6258287;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Cangkir Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,329013288;112,6334533;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Mulung Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,176431756;112,6085708;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Kedanyang Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-6,95727387;112,505883;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Doudo Kec. Panceng Kab. Gresik;Panceng;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,158963616;112,6477837;Selatan (180°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Usman sadar Ds. Sukorame Kec. Gresik;Gresik;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,040112293;112,5334513;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Melirang Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,223270876;112,5256962;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kandangan Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,223444564;112,5288733;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Dungus Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Perempuan;Pejalan Kaki
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;2;0;-7,324701538;112,4961295;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Sidoraharjo Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan;0;1;0;-7,169493563;112,5680429;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);50;Jalan Nasional;Jalan Raya Ds. Duduksampeyan Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
